CRICOS Provider Code,Institution Name,Location Name,Location Type,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Postcode
00092B,TAFE SA,Gilles Plains Campus,Location owned and operated by provider,33 Blacks Rd,,,,GILLES PLAINS,SA,5086
00092B,TAFE SA,Regency Park Campus,Location owned and operated by provider,137 Days Rd,,,,REGENCY PARK,SA,5010
00092B,TAFE SA,"The University of Adelaide, North Terrace",Arrangement with other registered provider,230 North Tce,,,,AUSTRALIA,SA,5005
00092B,TAFE SA,Tonsley Campus,Location owned and operated by provider,1284 South Rd,,,,CLOVELLY PARK,SA,5042
00092B,TAFE SA,Urrbrae Campus,Location owned and operated by provider,505 Fullarton Rd,,,,NETHERBY,SA,5062
00094M,South Australian College of English Pty Ltd,South Australian College of English Pty Ltd,Location owned and operated by provider,47 Waymouth St,Level 1,,,Adelaide,SA,5000
00094M,South Australian College of English Pty Ltd,"Tower 4, Level 5, World Trade Centre, 18-38 Siddeley Street, Melbourne, Victoria 3005",Location owned and operated by provider,18 Siddeley St,Level 5 6,,,Melbourne,VIC,3005
00098G,The University of New South Wales (UNSW),The University of New South Wales,Location owned and operated by provider,High St,Includes the Randwick campus at,"22/32 King St, Randwick NSW 2031",,Kensington,NSW,2052
00098G,The University of New South Wales (UNSW),UNSW Art & Design,Location owned and operated by provider,Cnr of Oxford St and Grenns Rd,,,,Paddington,NSW,2021
00098G,The University of New South Wales (UNSW),UNSW Canberra,Location owned and operated by provider,Northcott Dr,,,,Canberra,ACT,2600
00098G,The University of New South Wales (UNSW),UNSW Canberra City,Location owned and operated by provider,37 Constitution Avenue,UNSW Canberra City Campus,"Building J, UNSW Canberra",,Reid,ACT,2612
00099F,University of Technology Sydney (UTS),University of Technology Sydney (City Campus),Location owned and operated by provider,1 Broadway,,,,HAYMARKET,NSW,2007
00099F,University of Technology Sydney (UTS),UTS Moore Park Precinct,Location owned and operated by provider,Sydney Cricket Grounds,Moore Park Rd,,,Moore Park,NSW,2021
00102E,University of Wollongong (UoW),50 Scott Street Liverpool,Location owned and operated by provider,50 Scott Street,,,,Liverpool,NSW,2170
00102E,University of Wollongong (UoW),UOW Bega Valley,Location owned and operated by provider,PO Box 1020,,,,BEGA,NSW,2550
00102E,University of Wollongong (UoW),UOW Eurobodalla,Location owned and operated by provider,Batemans Bay Education Centre,"""Hanging Rock""",Beach Rd,,Batmans,NSW,2536
00102E,University of Wollongong (UoW),UOW Liverpool Campus,Location owned and operated by provider,33 Moore St,,,,Liverpool,NSW,2170
00102E,University of Wollongong (UoW),UOW Shoalhaven,Location owned and operated by provider,University of Wollongong,Shoalhaven,POBox 5080,,Nowra Distribution Centre,NSW,2541
00102E,University of Wollongong (UoW),UOW Southern Highlands,Location owned and operated by provider,University Building,C/Moss Vale College of TAFE,Krikham St,,Moss Vale,NSW,2577
00102E,University of Wollongong (UoW),UOW Sutherland,Location owned and operated by provider,University of Wollongong,Southern Sydney,1 Pitt St,,Loftus,NSW,2232
00102E,University of Wollongong (UoW),UOW Sydney CBD,Location owned and operated by provider,Tower 1 'Darling Park,"Level 2, 201 Sussex St",,,Sydney,NSW,2000
00102E,University of Wollongong (UoW),UOW Wollongong,Location owned and operated by provider,Northfields Ave,,,,WOLLONGONG,NSW,2522
00103D,Federation University Australia,Federation University Ballarat,Location owned and operated by provider,28 University Dr,,,,BALLARAT,VIC,3353
00103D,Federation University Australia,Federation University Berwick,Location owned and operated by provider,100 Clyde Rd,,,,Berwick,VIC,3806
00103D,Federation University Australia,Federation University Brisbane,Arrangement with Non Registered Provider,Brisbane Centre,333 Ann St,,,Brisbane,QLD,4000
00103D,Federation University Australia,Federation University Gippsland,Location owned and operated by provider,Northways Rd,,,,Churchill,VIC,3350
00103D,Federation University Australia,Federation University Melbourne,Location owned and operated by provider,470 Bourke Street,,,,MELBOURNE,VIC,3000
00103D,Federation University Australia,Federation University Sydney,Location owned and operated by provider,"Level 9, 540 George St",,,,Sydney,NSW,2000
00103D,Federation University Australia,International Institute of Business and Information Technology (IIBIT Adelaide),Arrangement with other registered provider,"Levels 2, 3 and 6",127 Rundle Mall,,,Adelaide,SA,5000
00109J,The University of Newcastle (UoN),The University of Newcastle (Callaghan),Location owned and operated by provider,University Dr,,,,CALLAGHAN,NSW,2308
00109J,The University of Newcastle (UoN),The University of Newcastle (Central Coast),Location owned and operated by provider,10 Chittaway Rd,,,,Ourimbah,NSW,2258
00109J,The University of Newcastle (UoN),The University of Newcastle (Gosford),Location owned and operated by provider,77a Holden Street and 305 Mann St,,,,Gosford,NSW,2250
00109J,The University of Newcastle (UoN),The University of Newcastle (Newcastle City),Location owned and operated by provider,Cnr Hunter and Auckland St,,,,Newcastle,NSW,2300
00109J,The University of Newcastle (UoN),The University of Newcastle (Sydney),Location owned and operated by provider,55 Elizabeth St,,,,Sydney,NSW,2000
00109J,The University of Newcastle (UoN),"The University of Newcastle Language Centre, Callaghan (ELICOS Operations)",Location owned and operated by provider,University Dr,,,,CALLAGHAN,NSW,2308
00109J,The University of Newcastle (UoN),"The University of Newcastle Language Centre, Sydney (ELICOS Operations)",Location owned and operated by provider,55 Elizabeth St,,,,SYDNEY,NSW,2000
00109J,The University of Newcastle (UoN),University of Newcastle College of International Education (UNCIE),Arrangement with other registered provider,Cnr Hunter and Auckland Streets,,,,Newcastle,NSW,2300
00111D,Swinburne University of Technology,Croydon Campus 12-50 Norton Road Croydon Swinburne University,Location owned and operated by provider,John St,,,,Hawthorn,VIC,3122
00111D,Swinburne University of Technology,Hawthorn Campus John Street Hawthorn Swinburne University,Location owned and operated by provider,John St,,,,HAWTHORN,VIC,3122
00111D,Swinburne University of Technology,"Swinburne College Pty Ltd, Hawthorn Campus, John Street Hawthorn",Arrangement with Non Registered Provider,John St,,,,Hawthorn,VIC,3122
00111D,Swinburne University of Technology,Swinburne University of Technology  NICA Prahran,Location owned and operated by provider,39-59 Green St,,,,PRAHRAN,VIC,3181
00111D,Swinburne University of Technology,Wantirna Campus 369 Stud Road Wantirna Swinburne University,Location owned and operated by provider,369 Stud Rd,,,,Wantirna,VIC,3122
00113B,Deakin University (Deakin),Centre for Regional and Rural Futures (Deakin University),Location owned and operated by provider,86 Research Station Road,,,,Hanwood,NSW,2680
00113B,Deakin University (Deakin),"Deakin University, Geelong Waterfront Campus",Location owned and operated by provider,1 Gheringhap St,,,,GEELONG,VIC,3220
00113B,Deakin University (Deakin),"Deakin University, Geelong Waurn Ponds Campus",Location owned and operated by provider,Deakin University,Geelong Waurn Ponds Campus,75 Pigdons Rd,,Geelong,VIC,3220
00113B,Deakin University (Deakin),"Deakin University, Melbourne Burwood Campus",Location owned and operated by provider,221 Burwood Hwy,,,,BURWOOD,VIC,3125
00113B,Deakin University (Deakin),"Deakin University, Warrnambool Campus",Location owned and operated by provider,Deakin University Warrnambool Campus,Princes Hwy,,,Warrnambool,VIC,3280
00114A,Flinders University,Adelaide College of the Arts,Arrangement with other registered provider,39 Light Sq,,,,ADELAIDE,SA,5000
00114A,Flinders University,Bedford Park,Location owned and operated by provider,Sturt Rd,,,,BEDFORD PARK,SA,5042
00114A,Flinders University,Flinders City Campus,Location owned and operated by provider,1 Festival Tower,Festival Plaza,North Terrace,,Adelaide,SA,5000
00114A,Flinders University,"Flinders University - Northern Territory Medical Program, Darwin Campus",Location owned and operated by provider,Flinders University Darwin Campus,Ellengowan Drive,,,Brinkin,NT,0810
00114A,Flinders University,Riverland Campus-Renmark and Paringa District Hospital,Location owned and operated by provider,Renmark and Paringa District Hospital,Ral Ral Avenue,,,Renmark,SA,5341
00114A,Flinders University,Tonsley,Location owned and operated by provider,1284 South Rd,,,,CLOVELLY PARK,SA,5042
00115M,La Trobe University (La Trobe),Albury-Wodonga Campus,Location owned and operated by provider,University Dr,,,,Wodonga,VIC,3689
00115M,La Trobe University (La Trobe),Bendigo Campus,Location owned and operated by provider,La Trobe University,Edwards Rd,,,Flora Hill,VIC,3550
00115M,La Trobe University (La Trobe),City Campus (Collins Street),Location owned and operated by provider,"Level 2,3 and 20",360 Collins St,,,Melbourne,VIC,3000
00115M,La Trobe University (La Trobe),La Trobe University Sydney Campus,Arrangement with Non Registered Provider,255 Elizabeth St,,,,Sydney,NSW,2000
00115M,La Trobe University (La Trobe),Melbourne (Bundoora) Campus,Location owned and operated by provider,Kingsbury Dr,,,,BUNDOORA,VIC,3083
00115M,La Trobe University (La Trobe),Mildura Campus,Location owned and operated by provider,La Trobe University,471 Benetook Ave,,,Mildura,VIC,3502
00115M,La Trobe University (La Trobe),Shepparton Campus,Location owned and operated by provider,La Trobe University,210 Fryers St,,,Shepparton,VIC,3262
00116K,The University of Melbourne (UniMelb),"234 St. Kilda Road,Southbank (SouthBank campus)",Location owned and operated by provider,234 St. Kilda Road,,,,Southbank,VIC,3006
00116K,The University of Melbourne (UniMelb),"500 Yarra Boulevard, Richmond (Burnley campus)",Location owned and operated by provider,500 Yarra Boulevard,,,,Richmond,VIC,3121
00116K,The University of Melbourne (UniMelb),The University of Melbourne,Location owned and operated by provider,Swanston St,,,,PARKVILLE,VIC,3052
00117J,James Cook University,James Cook University - Cairns,Location owned and operated by provider,McGregor Rd,,,,Smithfield,QLD,4878
00117J,James Cook University,James Cook University - Townsville,Location owned and operated by provider,James Cook Dr,,,,TOWNSVILLE,QLD,4810
00117J,James Cook University,James Cook University Brisbane Campus(JCU),Arrangement with other registered provider,349 Queen St,,,,BRISBANE,QLD,4000
00117J,James Cook University,QLD - James Cook University - Yeinie Building,Location owned and operated by provider,11-13 Charles Street,,,,Cairns North,QLD,4870
00120C,Australian National University,Australian National University,Location owned and operated by provider,Division of Registrar and Student Services,ANU Student Exchange,121 Marcus Clarke St,,Canberra City West,ACT,2601
00120C,Australian National University,Mount Stromlo Observatory,Location owned and operated by provider,Mount Stromlo Observatory,,,Cotter Road,Weston Creek,ACT,2611
00121B,University of South Australia (UniSA),"Flight Training Adelaide, Hangar 55 Kittyhawk Lane, Parafield Airport, SA 5106",Arrangement with other registered provider,Hangar 55 Kittyhawk Lan,,,,Parafield Airport,SA,5106
00121B,University of South Australia (UniSA),"Rising Sun Pictures, 180-200 Pulteney Street and 190 Flinders Street, Adelaide, SA 5000",Arrangement with Non Registered Provider,180-200 Pulteney Street,,,,Adelaide,SA,5000
00121B,University of South Australia (UniSA),"University of South Australia, City East Campus",Location owned and operated by provider,101 Currie St,,,,ADELAIDE,SA,5000
00121B,University of South Australia (UniSA),"University of South Australia, City West Campus",Location owned and operated by provider,101 Currie St,,,,ADELAIDE,SA,5000
00121B,University of South Australia (UniSA),"University of South Australia, Magill Campus",Location owned and operated by provider,St Bernards Rd,,,,MAGILL,SA,5072
00121B,University of South Australia (UniSA),"University of South Australia, Mawson Lakes Campus",Location owned and operated by provider,Mawson Lakes Blvd,,,,Mawson Lakes,SA,5095
00121B,University of South Australia (UniSA),"University of South Australia, Mount Gambier Campus",Location owned and operated by provider,Wireless Rd,,,,MOUNT GAMBIER,SA,5290
00121B,University of South Australia (UniSA),"University of South Australia, Whyalla Campus",Location owned and operated by provider,111 Nicolson Ave,,,,WHYALLA NORRIE,SA,5608
00122A,Royal Melbourne Institute of Technology,Brunswick Campus 25 Dawson Street,Location owned and operated by provider,25 Dawson St,,,,Brunswick,VIC,3056
00122A,Royal Melbourne Institute of Technology,"Bundoora Campus, Plenty Road, Bundoora Vic 3083",Location owned and operated by provider,225 Plenty Rd,,,,Bundoora,VIC,3083
