"ACARA SML ID","School Name","Suburb","State","Postcode","School Sector","School Type","ICSEA Percentile","CRICOS Status","CRICOS Registered","Jitter","Match Type","CRICOS Provider Code","CRICOS Institution","CRICOS Location"
"47011","Toogoolawah State School","Toogoolawah","QLD","4313","Government","Primary","31","Not registered","0","0.0471","","","",""
"47012","Broadwater State School","Broadwater","QLD","4380","Government","Primary","7","Not registered","0","0.0758","","","",""
"47013","Kogan State School","Kogan","QLD","4406","Government","Primary","4","Not registered","0","0.1045","","","",""
"47014","Cooyar State School","Cooyar","QLD","4402","Government","Primary","23","Not registered","0","0.1332","","","",""
"47015","Glenore Grove State School","Glenore Grove","QLD","4342","Government","Primary","24","Not registered","0","0.1619","","","",""
"47016","Mayfield State School","Carina","QLD","4152","Government","Primary","76","Not registered","0","0.1906","","","",""
"47017","Taabinga State School","Kingaroy","QLD","4610","Government","Primary","19","Not registered","0","0.2193","","","",""
"47018","Yarwun State School","Yarwun","QLD","4694","Government","Primary","46","Not registered","0","0.248","","","",""
"47019","Mount Molloy State School","Mount Molloy","QLD","4871","Government","Primary","16","Not registered","0","0.2767","","","",""
"47020","Mount Tarampa State School","Mount Tarampa","QLD","4311","Government","Primary","6","Not registered","0","0.3054","","","",""
"47021","Taigum State School","Taigum","QLD","4018","Government","Primary","29","Not registered","0","0.3341","","","",""
"47022","Inala State School","Inala","QLD","4077","Government","Primary","12","Not registered","0","-0.3572","","","",""
"47023","Trebonne State School","Trebonne","QLD","4850","Government","Primary","10","Not registered","0","-0.3285","","","",""
"47024","Lochington State School","Lochington","QLD","4722","Government","Primary","70","Not registered","0","-0.2998","","","",""
"47025","Milman State School","Milman","QLD","4702","Government","Primary","60","Not registered","0","-0.271","","","",""
"47027","Marmor State School","Marmor","QLD","4702","Government","Primary","4","Not registered","0","-0.2136","","","",""
"47028","Builyan State School","Boyne Valley","QLD","4680","Government","Primary","39","Not registered","0","-0.1849","","","",""
"47030","Hamilton State School","Hamilton","QLD","4007","Government","Primary","68","Not registered","0","-0.1275","","","",""
"47031","Seville Road State School","Holland Park","QLD","4121","Government","Primary","33","Not registered","0","-0.0988","","","",""
"47032","Brigalow State School","Brigalow","QLD","4412","Government","Primary","6","Not registered","0","-0.0701","","","",""
"47033","Grovely State School","Keperra","QLD","4054","Government","Primary","47","Not registered","0","-0.0414","","","",""
"47034","Lowmead State School","Lowmead","QLD","4676","Government","Primary","12","Not registered","0","-0.0127","","","",""
"47035","Pinnacle State School","Pinnacle","QLD","4741","Government","Primary","14","Not registered","0","0.016","","","",""
"47036","Kenmore South State School","Kenmore","QLD","4069","Government","Primary","98","Not registered","0","0.0447","","","",""
"47038","Wheatvale State School","Wheatvale","QLD","4370","Government","Primary","28","Not registered","0","0.1021","","","",""
"47039","Leichhardt State School","Leichhardt","QLD","4305","Government","Primary","6","Not registered","0","0.1309","","","",""
"47040","Wavell Heights State School","Wavell Heights","QLD","4012","Government","Primary","40","Not registered","0","0.1596","","","",""
"47041","Warwick West State School","Warwick","QLD","4370","Government","Primary","24","Not registered","0","0.1883","","","",""
"47042","Proston State School","Proston","QLD","4613","Government","Combined","12","Not registered","0","0.217","","","",""
"47043","Wartburg State School","Baffle Creek","QLD","4674","Government","Primary","25","Not registered","0","0.2457","","","",""
"47044","Ballandean State School","Ballandean","QLD","4382","Government","Primary","43","Not registered","0","0.2744","","","",""
"47045","Cooroy State School","Cooroy","QLD","4563","Government","Primary","50","Not registered","0","0.3031","","","",""
"47046","Mount Kilcoy State School","Mount Kilcoy","QLD","4515","Government","Primary","45","Not registered","0","0.3318","","","",""
"47047","Currumbin State School","Currumbin","QLD","4223","Government","Primary","54","Not registered","0","-0.3595","","","",""
"47048","Dulacca State School","Dulacca","QLD","4425","Government","Primary","11","Not registered","0","-0.3308","","","",""
"47049","Farleigh State School","Farleigh","QLD","4741","Government","Primary","19","Not registered","0","-0.3021","","","",""
"47050","Bloomfield River State School","Bloomfield","QLD","4895","Government","Primary","1","Not registered","0","-0.2734","","","",""
"47051","Rangeville State School","Rangeville","QLD","4350","Government","Primary","64","Not registered","0","-0.2447","","","",""
"47052","Finch Hatton State School","Finch Hatton","QLD","4756","Government","Primary","18","Not registered","0","-0.216","","","",""
"47053","Murray's Bridge State School","Murrays Bridge","QLD","4370","Government","Primary","48","Not registered","0","-0.1873","","","",""
"47055","Everton Park State School","Everton Park","QLD","4053","Government","Primary","80","Not registered","0","-0.1298","","","",""
"47056","Kaimkillenbun State School","Kaimkillenbun","QLD","4406","Government","Primary","8","Not registered","0","-0.1011","","","",""
"47057","Mount Marrow State School","Mount Marrow","QLD","4306","Government","Primary","27","Not registered","0","-0.0724","","","",""
"47058","Boyne Island State School","Boyne Island","QLD","4680","Government","Primary","29","Not registered","0","-0.0437","","","",""
"47059","Wallaville State School","Wallaville","QLD","4671","Government","Primary","11","Not registered","0","-0.015","","","",""
"47060","Queens Beach State School","Bowen","QLD","4805","Government","Primary","17","Not registered","0","0.0137","","","",""
"47061","The Hall State School","Wandal","QLD","4700","Government","Primary","20","Not registered","0","0.0424","","","",""
"47062","Narangba State School","Narangba","QLD","4504","Government","Primary","45","Not registered","0","0.0711","","","",""
"47063","Townview State School","Townview","QLD","4825","Government","Primary","2","Not registered","0","0.0998","","","",""
"47064","Federal State School","Federal","QLD","4568","Government","Primary","38","Not registered","0","0.1285","","","",""
"47065","Maidavale State School","Airville","QLD","4807","Government","Primary","28","Not registered","0","0.1572","","","",""
"47066","Magnetic Island State School","Nelly Bay","QLD","4819","Government","Primary","59","Not registered","0","0.1859","","","",""
"47067","Gympie South State School","Southside","QLD","4570","Government","Primary","27","Not registered","0","0.2146","","","",""
"47068","Manly State School","Manly","QLD","4179","Government","Primary","86","Not registered","0","0.2433","","","",""
"47069","Coalstoun Lakes State School","Coalstoun Lakes","QLD","4621","Government","Primary","50","Not registered","0","0.2721","","","",""
"47070","Dimbulah State School","Dimbulah","QLD","4872","Government","Combined","6","Not registered","0","0.3008","","","",""
"47071","Newtown State School","Newtown","QLD","4350","Government","Primary","11","Not registered","0","0.3295","","","",""
"47072","Warrill View State School","Warrill View","QLD","4307","Government","Primary","30","Not registered","0","0.3582","","","",""
"47073","Oakenden State School","Oakenden","QLD","4741","Government","Primary","17","Not registered","0","-0.3331","","","",""
"47074","Thornlands State School","Thornlands","QLD","4164","Government","Primary","65","Not registered","0","-0.3044","","","",""
"47075","Southbrook Central State School","Southbrook","QLD","4363","Government","Primary","18","Not registered","0","-0.2757","","","",""
"47076","Glass House Mountains State School","Glass House Mountains","QLD","4518","Government","Primary","46","Not registered","0","-0.247","","","",""
"47077","Northern Peninsula Area State College","Bamaga","QLD","4876","Government","Combined","1","Not registered","0","-0.2183","","","",""
"47078","Westmar State School","Westmar","QLD","4422","Government","Primary","25","Not registered","0","-0.1896","","","",""
"47079","Strathpine State School","Strathpine","QLD","4500","Government","Primary","36","Not registered","0","-0.1609","","","",""
"47080","Coopers Plains State School","Coopers Plains","QLD","4108","Government","Primary","34","Not registered","0","-0.1322","","","",""
"47081","Maroondan State School","Maroondan","QLD","4671","Government","Primary","27","Not registered","0","-0.1035","","","",""
"47082","Tamrookum State School","Tamrookum","QLD","4285","Government","Primary","35","Not registered","0","-0.0748","","","",""
"47083","Cloyna State School","Cloyna","QLD","4605","Government","Primary","45","Not registered","0","-0.046","","","",""
"47084","Geebung State School","Geebung","QLD","4034","Government","Primary","60","Not registered","0","-0.0173","","","",""
"47085","Giru State School","Giru","QLD","4809","Government","Primary","17","Not registered","0","0.0114","","","",""
"47086","Aratula State School","Aratula","QLD","4309","Government","Primary","33","Not registered","0","0.0401","","","",""
"47088","Kingsthorpe State School","Kingsthorpe","QLD","4400","Government","Primary","21","Not registered","0","0.0975","","","",""
"47089","Abergowrie State School","Abergowrie","QLD","4850","Government","Primary","24","Not registered","0","0.1262","","","",""
"47090","Thallon State School","Thallon","QLD","4497","Government","Primary","43","Not registered","0","0.1549","","","",""
"47091","Kairi State School","Kairi","QLD","4872","Government","Primary","21","Not registered","0","0.1836","","","",""
"47092","Julia Creek State School","Julia Creek","QLD","4823","Government","Primary","15","Not registered","0","0.2123","","","",""
"47093","Miallo State School","Miallo","QLD","4873","Government","Primary","45","Not registered","0","0.241","","","",""
"47094","Harristown State School","Harristown","QLD","4350","Government","Primary","5","Not registered","0","0.2697","","","",""
"47095","Applethorpe State School","Applethorpe","QLD","4378","Government","Primary","26","Not registered","0","0.2984","","","",""
"47096","Surfers Paradise State School","Surfers Paradise","QLD","4217","Government","Primary","62","Not registered","0","0.3271","","","",""
"47097","Wandoan State School P-10","Wandoan","QLD","4419","Government","Combined","14","Not registered","0","0.3558","","","",""
"47098","Bohlevale State School","Burdell","QLD","4818","Government","Primary","9","Not registered","0","-0.3354","","","",""
"47099","The Gap State School","The Gap","QLD","4061","Government","Primary","94","Not registered","0","-0.3067","","","",""
"47100","Yarrabah State School","Yarrabah","QLD","4871","Government","Combined","1","Not registered","0","-0.278","","","",""
"47101","Kenilworth State Community College","Kenilworth","QLD","4574","Government","Primary","39","Not registered","0","-0.2493","","","",""
"47102","Goomeri State School","Goomeri","QLD","4601","Government","Combined","10","Not registered","0","-0.2206","","","",""
"47103","Ravenshoe State School","Ravenshoe","QLD","4888","Government","Combined","5","Not registered","0","-0.1919","","","",""
"47104","Mutarnee State School","Mutarnee","QLD","4816","Government","Primary","54","Not registered","0","-0.1632","","","",""
"47105","Byfield State School","Byfield","QLD","4703","Government","Primary","26","Not registered","0","-0.1345","","","",""
"47106","Mission Beach State School","Wongaling Beach","QLD","4852","Government","Primary","43","Not registered","0","-0.1058","","","",""
"47107","Rollingstone State School","Rollingstone","QLD","4816","Government","Primary","23","Not registered","0","-0.0771","","","",""
"47108","Haden State School","Haden","QLD","4353","Government","Primary","54","Not registered","0","-0.0484","","","",""
"47109","Rathdowney State School","Rathdowney","QLD","4287","Government","Primary","25","Not registered","0","-0.0197","","","",""
"47110","Redlynch State College","Redlynch","QLD","4870","Government","Combined","50","CRICOS registered","1","0.009","Location name, state and postcode","00608A","Department of Education","Redlynch State College"
"47111","Yelarbon State School","Yelarbon","QLD","4388","Government","Primary","6","Not registered","0","0.0377","","","",""
"47112","Elliott Heads State School","Elliott Heads","QLD","4670","Government","Primary","39","Not registered","0","0.0664","","","",""
"47113","Kingston State School","Kingston","QLD","4114","Government","Primary","8","Not registered","0","0.0952","","","",""
"47114","Conondale State School","Conondale","QLD","4552","Government","Primary","33","Not registered","0","0.1239","","","",""
"47115","Eungella State School","Eungella","QLD","4757","Government","Primary","25","Not registered","0","0.1526","","","",""
"47116","Tara Shire State College","Tara","QLD","4421","Government","Combined","4","Not registered","0","0.1813","","","",""
"47117","Coominya State School","Coominya","QLD","4311","Government","Primary","19","Not registered","0","0.21","","","",""
"47118","The Gums State School","The Gums","QLD","4406","Government","Primary","14","Not registered","0","0.2387","","","",""
"47120","Woolooga State School","Woolooga","QLD","4570","Government","Primary","7","Not registered","0","0.2961","","","",""
"47121","Home Hill State School","Home Hill","QLD","4806","Government","Primary","7","Not registered","0","0.3248","","","",""
"47122","Broadbeach State School","Broadbeach","QLD","4218","Government","Primary","79","CRICOS registered","1","0.3535","Location name, state and postcode","00608A","Department of Education","Broadbeach State School"
"47123","Mirriwinni State School","Mirriwinni","QLD","4871","Government","Primary","58","Not registered","0","-0.3378","","","",""
"47124","Maryvale State School","Maryvale","QLD","4370","Government","Primary","16","Not registered","0","-0.3091","","","",""
"47125","Maleny State School","Maleny","QLD","4552","Government","Primary","68","Not registered","0","-0.2804","","","",""
"47127","McIlwraith State School","Mcilwraith","QLD","4671","Government","Primary","56","Not registered","0","-0.223","","","",""
"47128","Malanda State School","Malanda","QLD","4885","Government","Primary","47","Not registered","0","-0.1942","","","",""
"47129","Binjour Plateau State School","Binjour","QLD","4625","Government","Primary","24","Not registered","0","-0.1655","","","",""
"47130","McDonnell Creek State School","Fishery Falls","QLD","4871","Government","Primary","51","Not registered","0","-0.1368","","","",""
"47131","Wheatlands State School","Wheatlands","QLD","4606","Government","Primary","17","Not registered","0","-0.1081","","","",""
"47133","Pindi Pindi State School","Pindi Pindi","QLD","4798","Government","Primary","28","Not registered","0","-0.0507","","","",""
"47134","Ambrose State School","Ambrose","QLD","4695","Government","Primary","18","Not registered","0","-0.022","","","",""
"47135","Mulgildie State School","Mulgildie","QLD","4630","Government","Primary","23","Not registered","0","0.0067","","","",""
"47136","Mundubbera State College","Mundubbera","QLD","4626","Government","Combined","19","Not registered","0","0.0354","","","",""
"47137","Kumbia State School","Kumbia","QLD","4610","Government","Primary","29","Not registered","0","0.0641","","","",""
"47138","St Bernard State School","Tamborine Mountain","QLD","4272","Government","Primary","64","Not registered","0","0.0928","","","",""
"47139","Butchers Creek State School","Butchers Creek","QLD","4885","Government","Primary","20","Not registered","0","0.1215","","","",""
"47140","Garbutt State School","Garbutt","QLD","4814","Government","Primary","2","Not registered","0","0.1502","","","",""
"47141","Tanduringie State School","Pimpimbudgee","QLD","4615","Government","Primary","8","Not registered","0","0.1789","","","",""
"47142","Gargett State School","Gargett","QLD","4741","Government","Primary","24","Not registered","0","0.2077","","","",""
"47143","Kuraby State School","Kuraby","QLD","4112","Government","Primary","46","Not registered","0","0.2364","","","",""
"47144","Wooloowin State School","Wooloowin","QLD","4030","Government","Primary","90","Not registered","0","0.2651","","","",""
"47145","Boynewood State School","Boynewood","QLD","4626","Government","Primary","40","Not registered","0","0.2938","","","",""
"47146","Babinda State School","Babinda","QLD","4861","Government","Combined","18","Not registered","0","0.3225","","","",""
"47147","Parke State School","Tinana South","QLD","4650","Government","Primary","34","Not registered","0","0.3512","","","",""
"47148","Murarrie State School","Murarrie","QLD","4172","Government","Primary","27","Not registered","0","-0.3401","","","",""
"47149","Kulpi State School","Kulpi","QLD","4352","Government","Primary","22","Not registered","0","-0.3114","","","",""
"47150","Meandarra State School","Meandarra","QLD","4422","Government","Primary","41","Not registered","0","-0.2827","","","",""
"47152","Cannon Hill State School","Cannon Hill","QLD","4170","Government","Primary","69","Not registered","0","-0.2253","","","",""
"47153","Kandanga State School","Kandanga","QLD","4570","Government","Primary","46","Not registered","0","-0.1966","","","",""
"47154","Seaforth State School","Seaforth","QLD","4741","Government","Primary","25","Not registered","0","-0.1679","","","",""
"47156","Nagoorin State School","Boyne Valley","QLD","4680","Government","Primary","32","Not registered","0","-0.1105","","","",""
"47157","Wilston State School","Grange","QLD","4051","Government","Primary","97","Not registered","0","-0.0817","","","",""
"47158","Patrick Estate State School","Patrick Estate","QLD","4311","Government","Primary","5","Not registered","0","-0.053","","","",""
"47159","Russell Island State School","Russell Island","QLD","4184","Government","Primary","16","Not registered","0","-0.0243","","","",""
"47160","Ridgelands State School","Ridgelands","QLD","4702","Government","Primary","44","Not registered","0","0.0044","","","",""
"47161","Rainworth State School","Bardon","QLD","4065","Government","Primary","99","Not registered","0","0.0331","","","",""
"47162","Kalamia State School","Brandon","QLD","4808","Government","Primary","8","Not registered","0","0.0618","","","",""
"47163","Upper Brookfield State School","Upper Brookfield","QLD","4069","Government","Primary","86","Not registered","0","0.0905","","","",""
"47165","Mount Murchison State School","Mount Murchison","QLD","4715","Government","Primary","15","Not registered","0","0.1479","","","",""
"47166","Victoria Point State School","Victoria Point","QLD","4165","Government","Primary","29","Not registered","0","0.1766","","","",""
"47168","Graceville State School","Graceville","QLD","4075","Government","Primary","96","Not registered","0","0.234","","","",""
"47169","South Johnstone State School","South Johnstone","QLD","4859","Government","Primary","6","Not registered","0","0.2627","","","",""
"47170","Darra State School","Darra","QLD","4076","Government","Primary","38","Not registered","0","0.2914","","","",""
"47171","Cairns West State School","Manunda","QLD","4870","Government","Primary","2","Not registered","0","0.3201","","","",""
"47172","Silkwood State School","Silkwood","QLD","4856","Government","Primary","9","Not registered","0","0.3489","","","",""
"47173","Railway Estate State School","Railway Estate","QLD","4810","Government","Primary","14","Not registered","0","-0.3424","","","",""
"47174","Mount Surprise State School","Mount Surprise","QLD","4871","Government","Primary","6","Not registered","0","-0.3137","","","",""
"47175","Kin Kin State School","Kin Kin","QLD","4571","Government","Primary","48","Not registered","0","-0.285","","","",""
"47176","Urangan Point State School","Urangan","QLD","4655","Government","Primary","14","Not registered","0","-0.2563","","","",""
"47177","Mitchelton State School","Mitchelton","QLD","4053","Government","Primary","73","CRICOS registered","1","-0.2276","Location name, state and postcode","00608A","Department of Education","Mitchelton State School"
"47178","Booyal Central State School","Booyal","QLD","4671","Government","Primary","36","Not registered","0","-0.1989","","","",""
"47179","Birkdale State School","Birkdale","QLD","4159","Government","Primary","47","Not registered","0","-0.1702","","","",""
"47180","Berserker Street State School","Berserker","QLD","4701","Government","Primary","4","Not registered","0","-0.1415","","","",""
"47181","Guluguba State School","Guluguba","QLD","4418","Government","Primary","4","Not registered","0","-0.1128","","","",""
"47182","Calen District State College","Calen","QLD","4798","Government","Combined","17","Not registered","0","-0.0841","","","",""
"47183","Carina State School","Carindale","QLD","4152","Government","Primary","62","Not registered","0","-0.0554","","","",""
"47184","Jimbour State School","Jimbour East","QLD","4406","Government","Primary","33","Not registered","0","-0.0267","","","",""
"47185","Scarborough State School","Scarborough","QLD","4020","Government","Primary","54","Not registered","0","0.002","","","",""
"47186","Blair State School","Sadliers Crossing","QLD","4305","Government","Primary","26","Not registered","0","0.0308","","","",""
"47187","Burleigh Heads State School","Burleigh Heads","QLD","4220","Government","Primary","67","Not registered","0","0.0595","","","",""
"47188","Coolum State School","Coolum Beach","QLD","4573","Government","Primary","67","Not registered","0","0.0882","","","",""
"47189","Andergrove State School","Andergrove","QLD","4740","Government","Primary","8","Not registered","0","0.1169","","","",""
"47190","Thabeban State School","Thabeban","QLD","4670","Government","Primary","5","Not registered","0","0.1456","","","",""
"47191","Marlborough State School","Marlborough","QLD","4705","Government","Primary","9","Not registered","0","0.1743","","","",""
"47192","Merrimac State School","Merrimac","QLD","4226","Government","Primary","56","CRICOS registered","1","0.203","Location name, state and postcode","00608A","Department of Education","Merrimac State School"
"47194","Glenala State High School","Durack","QLD","4077","Government","Secondary","12","Not registered","0","0.2604","","","",""
"47195","Holland Park State School","Holland Park","QLD","4121","Government","Primary","95","Not registered","0","0.2891","","","",""
"47196","Quilpie State College","Quilpie","QLD","4480","Government","Combined","2","Not registered","0","0.3178","","","",""
"47197","Swayneville State School","Sarina","QLD","4737","Government","Primary","15","Not registered","0","0.3465","","","",""
"47198","Beerburrum State School","Beerburrum","QLD","4517","Government","Primary","23","Not registered","0","-0.3448","","","",""
"47199","Boondall State School","Boondall","QLD","4034","Government","Primary","51","Not registered","0","-0.3161","","","",""
"47200","Baralaba State School","Baralaba","QLD","4702","Government","Combined","3","Not registered","0","-0.2874","","","",""
"47201","Gumdale State School","Gumdale","QLD","4154","Government","Primary","72","Not registered","0","-0.2586","","","",""
"47202","Wonga Beach State School","Wonga Beach","QLD","4873","Government","Primary","12","Not registered","0","-0.2299","","","",""
"47203","Talwood State School","North Talwood","QLD","4496","Government","Primary","7","Not registered","0","-0.2012","","","",""
"47204","Glenwood State School","Glenwood","QLD","4570","Government","Primary","18","Not registered","0","-0.1725","","","",""
"47205","Shorncliffe State School","Shorncliffe","QLD","4017","Government","Primary","90","Not registered","0","-0.1438","","","",""
"47206","Amiens State School","Amiens","QLD","4380","Government","Primary","21","Not registered","0","-0.1151","","","",""
"47207","Coolangatta State School","Coolangatta","QLD","4225","Government","Primary","42","Not registered","0","-0.0864","","","",""
"47208","Benarkin State School","Benarkin","QLD","4314","Government","Primary","16","Not registered","0","-0.0577","","","",""
"47209","Yandaran State School","Yandaran","QLD","4673","Government","Primary","26","Not registered","0","-0.029","","","",""
"47210","Moorooka State School","Moorooka","QLD","4105","Government","Primary","81","Not registered","0","-0.0003","","","",""
"47211","Rochedale State School","Rochedale","QLD","4123","Government","Primary","87","Not registered","0","0.0284","","","",""
"47212","Prospect Creek State School","Prospect","QLD","4715","Government","Primary","44","Not registered","0","0.0571","","","",""
"47213","Jambin State School","Smoky Creek","QLD","4702","Government","Primary","53","Not registered","0","0.0858","","","",""
"47214","Innisfail East State School","East Innisfail","QLD","4860","Government","Primary","3","Not registered","0","0.1145","","","",""
"47215","Biddeston State School","Biddeston","QLD","4401","Government","Primary","28","Not registered","0","0.1432","","","",""
"47216","Durong South State School","Durong","QLD","4610","Government","Primary","22","Not registered","0","0.172","","","",""
"47217","Centenary State High School","Jindalee","QLD","4074","Government","Secondary","68","CRICOS registered","1","0.2007","Location name, state and postcode","00608A","Department of Education","Centenary State High School"
"47218","Brighton State School","Brighton","QLD","4017","Government","Primary","70","Not registered","0","0.2294","","","",""
"47219","Dajarra State School","Dajarra","QLD","4825","Government","Primary","0","Not registered","0","0.2581","","","",""
"47220","Beaconsfield State School","Beaconsfield","QLD","4740","Government","Primary","16","Not registered","0","0.2868","","","",""
"47221","Mena Creek State School","Mena Creek","QLD","4871","Government","Primary","12","Not registered","0","0.3155","","","",""
"47222","Grand Avenue State School","Forest Lake","QLD","4078","Government","Primary","61","Not registered","0","0.3442","","","",""
"47223","Virginia State School","Virginia","QLD","4014","Government","Primary","82","Not registered","0","-0.3471","","","",""
"47224","Laidley District State School","Laidley","QLD","4341","Government","Primary","14","Not registered","0","-0.3184","","","",""
"47225","Musgrave Hill State School","Southport","QLD","4215","Government","Primary","59","Not registered","0","-0.2897","","","",""
"47228","Balaclava State School","Mooroobool","QLD","4870","Government","Primary","3","Not registered","0","-0.2036","","","",""
"47229","Salisbury State School","Salisbury","QLD","4107","Government","Primary","71","Not registered","0","-0.1749","","","",""
"47230","Collinsville State School","Collinsville","QLD","4804","Government","Primary","6","Not registered","0","-0.1462","","","",""
"47231","Calamvale Community College","Calamvale","QLD","4116","Government","Combined","58","CRICOS registered","1","-0.1174","Location name, state and postcode","00608A","Department of Education","Calamvale Community College"
"47232","Pozieres State School","Pozieres","QLD","4352","Government","Primary","48","Not registered","0","-0.0887","","","",""
"47233","Kia-Ora State School","Kia Ora","QLD","4570","Government","Primary","8","Not registered","0","-0.06","","","",""
"47234","Maroochydore State School","Maroochydore","QLD","4558","Government","Primary","33","Not registered","0","-0.0313","","","",""
"47235","Peregian Springs State School","Peregian Springs","QLD","4573","Government","Primary","72","Not registered","0","-0.0026","","","",""
"47236","The Summit State School","The Summit","QLD","4377","Government","Primary","32","Not registered","0","0.0261","","","",""
"47237","Amamoor State School","Amamoor","QLD","4570","Government","Primary","42","Not registered","0","0.0548","","","",""
"47238","Isabella State School","Edmonton","QLD","4869","Government","Primary","10","Not registered","0","0.0835","","","",""
"47239","Chevallum State School","Chevallum","QLD","4555","Government","Primary","70","Not registered","0","0.1122","","","",""
"47240","Injune P-10 State School","Injune","QLD","4454","Government","Combined","12","Not registered","0","0.1409","","","",""
"47241","Wamuran State School","Wamuran","QLD","4512","Government","Primary","37","Not registered","0","0.1696","","","",""
"47242","Narangba Valley State School","Narangba","QLD","4504","Government","Primary","54","Not registered","0","0.1983","","","",""
"47243","Forest Lake State High School","Forest Lake","QLD","4078","Government","Secondary","33","Not registered","0","0.227","","","",""
"47245","Clarendon State School","Clarendon","QLD","4311","Government","Primary","22","Not registered","0","0.2845","","","",""
"47246","Meridan State College","Meridan Plains","QLD","4551","Government","Combined","53","CRICOS registered","1","0.3132","Location name, state and postcode","00608A","Department of Education","Meridan State College"
"47247","Nobby State School","Nobby","QLD","4360","Government","Primary","18","Not registered","0","0.3419","","","",""
"47248","Moore Park Beach State School","Moore Park Beach","QLD","4670","Government","Primary","18","Not registered","0","-0.3494","","","",""
"47249","Norfolk Village State School","Ormeau","QLD","4208","Government","Primary","49","Not registered","0","-0.3207","","","",""
"47250","Pacific Pines State School","Pacific Pines","QLD","4211","Government","Primary","54","Not registered","0","-0.292","","","",""
"47251","Pacific Pines State High School","Pacific Pines","QLD","4211","Government","Secondary","51","Not registered","0","-0.2633","","","",""
"47252","Yarrilee State School","Urraween","QLD","4655","Government","Primary","31","Not registered","0","-0.2346","","","",""
"47253","Fairview Heights State School","Wilsonton","QLD","4350","Government","Primary","18","Not registered","0","-0.2059","","","",""
"47254","Gaven State School","Oxenford","QLD","4210","Government","Primary","41","Not registered","0","-0.1772","","","",""
"47255","Moreton Downs State School","Deception Bay","QLD","4508","Government","Primary","23","Not registered","0","-0.1485","","","",""
"47256","Sandy Strait State School","Urangan","QLD","4655","Government","Primary","31","Not registered","0","-0.1198","","","",""
"47258","El Arish State School","El Arish","QLD","4855","Government","Primary","14","Not registered","0","-0.0624","","","",""
"47259","Varsity College","Varsity Lakes","QLD","4227","Government","Combined","74","CRICOS registered","1","-0.0337","Location name, state and postcode","00608A","Department of Education","Varsity College"
"47260","Wynnum West State School","Wynnum West","QLD","4178","Government","Primary","31","Not registered","0","-0.0049","","","",""
"47261","Bellenden Ker State School","Bellenden Ker","QLD","4871","Government","Primary","13","Not registered","0","0.0238","","","",""
"47262","Toobanna State School","Toobanna","QLD","4850","Government","Primary","3","Not registered","0","0.0525","","","",""
"47263","Dundula State School","Bakers Creek","QLD","4740","Government","Primary","15","Not registered","0","0.0812","","","",""
"47264","Koumala State School","Koumala","QLD","4738","Government","Primary","24","Not registered","0","0.1099","","","",""
"47265","Rockville State School","Rockville","QLD","4350","Government","Primary","3","Not registered","0","0.1386","","","",""
"47266","Churchill State School","Churchill","QLD","4305","Government","Primary","13","Not registered","0","0.1673","","","",""
"47267","Bay View State School","Thornlands","QLD","4164","Government","Primary","51","Not registered","0","0.196","","","",""
"47268","Morningside State School","Morningside","QLD","4170","Government","Primary","77","Not registered","0","0.2247","","","",""
"47269","Carmila State School","Carmila","QLD","4739","Government","Primary","18","Not registered","0","0.2534","","","",""
"47270","Julatten State School","Julatten","QLD","4871","Government","Primary","33","Not registered","0","0.2821","","","",""
"47271","Freshwater State School","Freshwater","QLD","4870","Government","Primary","73","Not registered","0","0.3108","","","",""
"47272","Mooloolaba State School","Mooloolaba","QLD","4557","Government","Primary","73","Not registered","0","0.3395","","","",""
"47273","Biloela State School","Biloela","QLD","4715","Government","Primary","11","Not registered","0","-0.3518","","","",""
"47274","Monto State School","Monto","QLD","4630","Government","Primary","20","Not registered","0","-0.3231","","","",""
"47275","Bundaberg West State School","Bundaberg West","QLD","4670","Government","Primary","14","Not registered","0","-0.2943","","","",""
"47276","Goovigen State School","Goovigen","QLD","4702","Government","Primary","40","Not registered","0","-0.2656","","","",""
"47277","Thangool State School","Thangool","QLD","4716","Government","Primary","31","Not registered","0","-0.2369","","","",""
"47278","Wellers Hill State School","Tarragindi","QLD","4121","Government","Primary","93","Not registered","0","-0.2082","","","",""
"47279","Hannaford State School","Hannaford","QLD","4406","Government","Primary","54","Not registered","0","-0.1795","","","",""
"47280","Slade Point State School","Slade Point","QLD","4740","Government","Primary","5","Not registered","0","-0.1508","","","",""
"47281","Camp Hill State Infants and Primary School","Camp Hill","QLD","4152","Government","Primary","91","Not registered","0","-0.1221","","","",""
"47282","Victoria Park State School","East Mackay","QLD","4740","Government","Primary","17","Not registered","0","-0.0934","","","",""
"47283","Waterford West State School","Waterford West","QLD","4133","Government","Primary","15","Not registered","0","-0.0647","","","",""
"47284","Hercules Road State School","Kippa-Ring","QLD","4021","Government","Primary","25","Not registered","0","-0.036","","","",""
"47285","Kirwan State School","Kirwan","QLD","4817","Government","Primary","17","Not registered","0","-0.0073","","","",""
"47286","Norris Road State School","Bracken Ridge","QLD","4017","Government","Primary","52","Not registered","0","0.0214","","","",""
"47287","Patricks Road State School","Ferny Hills","QLD","4055","Government","Primary","86","Not registered","0","0.0501","","","",""
"47288","Riverview State School","Riverview","QLD","4303","Government","Primary","5","Not registered","0","0.0788","","","",""
"47289","Algester State School","Algester","QLD","4115","Government","Primary","65","Not registered","0","0.1075","","","",""
